Beneficiary_Geographic_Level,Beneficiary_Geographic_Description,Beneficiary_Geographic_Code,Beneficiary_Age_Level,Beneficiary_Demographic_Level,Beneficiary_Demographic_Description,Beneficiary_Multiple_Chronic_Condition_Group,Prevalence,Total_Medicare_Standardized_Per_Capita_Spending,Total_Medicare_Per_Capita_Spending,Hospital_Readmission_Rate,"Emergency_Room_Visits_per_1,000_Beneficiaries"
State,South Carolina,45,65+,Sex,Female,0 to 1,0.2649,2270.5242,2146.5972,0.0412,128.1783
State,South Carolina,45,65+,Sex,Female,2 to 3,0.3437,5168.9374,4969.4441,0.0518,304.413
State,South Carolina,45,65+,Sex,Female,4 to 5,0.2376,9927.8291,9670.1661,0.0814,640.2145
State,South Carolina,45,65+,Sex,Female,6+,0.1538,26815.5789,26415.3988,0.1998,1792.9708
State,South Carolina,45,<65,Sex,Female,0 to 1,0.3322,2915.3028,2662.1157,0.0827,553.3322
State,South Carolina,45,<65,Sex,Female,2 to 3,0.3024,7692.1855,7282.5821,0.1143,1059.2659
State,South Carolina,45,<65,Sex,Female,4 to 5,0.2147,13623.8623,13170.1989,0.1514,1588.6133
State,South Carolina,45,<65,Sex,Female,6+,0.1506,34145.5645,33820.6636,0.2825,3520.5161
State,South Carolina,45,All,Sex,Female,0 to 1,0.2741,2376.4757,2231.3084,0.0562,198.0406
State,South Carolina,45,All,Sex,Female,2 to 3,0.3381,5474.8578,5249.8905,0.0651,395.9319
State,South Carolina,45,All,Sex,Female,4 to 5,0.2345,10386.6355,10104.6421,0.0937,757.9438
State,South Carolina,45,All,Sex,Female,6+,0.1533,27791.7012,27401.5459,0.2138,2023.0252
State,South Carolina,45,65+,Sex,Male,0 to 1,0.2826,1843.863,1742.4181,0.0436,123.1372
State,South Carolina,45,65+,Sex,Male,2 to 3,0.309,5076.5821,4891.6963,0.0644,279.886
State,South Carolina,45,65+,Sex,Male,4 to 5,0.2445,9950.9887,9754.661,0.096,551.94
State,South Carolina,45,65+,Sex,Male,6+,0.1638,28243.3832,27997.5292,0.2093,1625.9537
State,South Carolina,45,<65,Sex,Male,0 to 1,0.428,1950.2761,1824.4846,0.0614,414.9749
State,South Carolina,45,<65,Sex,Male,2 to 3,0.2621,7541.5557,7240.4209,0.1265,890.2674
State,South Carolina,45,<65,Sex,Male,4 to 5,0.1835,15143.6395,14732.4477,0.1695,1487.4745
State,South Carolina,45,<65,Sex,Male,6+,0.1264,38816.6787,38463.2931,0.2977,3531.7073
State,South Carolina,45,All,Sex,Male,0 to 1,0.3074,1869.1514,1761.9206,0.0502,192.4905
State,South Carolina,45,All,Sex,Male,2 to 3,0.301,5442.9117,5240.7496,0.0799,370.5972
State,South Carolina,45,All,Sex,Male,4 to 5,0.2341,10645.6719,10420.5993,0.1109,677.0977
State,South Carolina,45,All,Sex,Male,6+,0.1574,29692.3813,29431.7909,0.2264,1887.1242
State,South Dakota,46,65+,All,All,0 to 1,0.3881,1924.6298,1940.1819,0.0433,115.7427
State,South Dakota,46,65+,All,All,2 to 3,0.2935,5915.7965,6075.5839,0.067,318.5602
State,South Dakota,46,65+,All,All,4 to 5,0.194,11547.9568,11997.6775,0.0955,648.3634
State,South Dakota,46,65+,All,All,6+,0.1244,27198.1605,28622.1058,0.1928,1572.4033
State,South Dakota,46,65+,Dual Status,Medicare Only,0 to 1,0.4075,1914.887,1931.0085,0.0443,110.2653
State,South Dakota,46,65+,Dual Status,Medicare Only,2 to 3,0.2977,5915.6679,6077.2638,0.0641,306.1217
State,South Dakota,46,65+,Dual Status,Medicare Only,4 to 5,0.1873,11465.2859,11927.8696,0.0904,625.0351
State,South Dakota,46,65+,Dual Status,Medicare Only,6+,0.1075,26835.2169,28234.3974,0.1842,1489.5823
State,South Dakota,46,65+,Dual Status,Medicare and Medicaid,2 to 3,0.257,5917.0936,6058.6364,0.0916,444.0485
State,South Dakota,46,65+,Dual Status,Medicare and Medicaid,4 to 5,0.2522,12082.4956,12449.0464,0.123,799.2012
State,South Dakota,46,65+,Dual Status,Medicare and Medicaid,6+,0.2718,28448.7074,29957.9812,0.2184,1857.7688
State,South Dakota,46,<65,All,All,0 to 1,0.4769,2649.0586,2685.3929,0.0659,329.7186
State,South Dakota,46,<65,All,All,2 to 3,0.2631,8935.5627,9127.2929,0.117,851.7044
State,South Dakota,46,<65,All,All,4 to 5,0.1542,17584.5168,18579.1337,0.1956,1522.0713
State,South Dakota,46,<65,All,All,6+,0.1058,38490.8829,40939.2879,0.2925,3060.0248
State,South Dakota,46,<65,Dual Status,Medicare Only,2 to 3,0.251,9560.5062,9482.2896,0.0851,569.5709
State,South Dakota,46,<65,Dual Status,Medicare Only,4 to 5,0.1457,18503.5286,19357.8831,0.172,957.4468
State,South Dakota,46,<65,Dual Status,Medicare Only,6+,0.0899,36715.3827,38444.9065,0.2837,2292.196
State,South Dakota,46,<65,Dual Status,Medicare and Medicaid,0 to 1,0.4525,2568.2715,2633.8122,0.0625,406.7633
State,South Dakota,46,<65,Dual Status,Medicare and Medicaid,2 to 3,0.2712,8548.1532,8907.2265,0.1326,1026.6022
State,South Dakota,46,<65,Dual Status,Medicare and Medicaid,4 to 5,0.1599,17023.5616,18103.7931,0.2062,1866.7122
State,South Dakota,46,<65,Dual Status,Medicare and Medicaid,6+,0.1164,39409.4751,42229.8083,0.2967,3457.277
State,South Dakota,46,All,All,All,0 to 1,0.3993,2033.6052,2052.2836,0.049,147.9309
State,South Dakota,46,All,All,All,2 to 3,0.2897,6261.2294,6424.6708,0.0764,379.5469
State,South Dakota,46,All,All,All,4 to 5,0.189,12168.55,12674.2892,0.1115,738.1856
State,South Dakota,46,All,All,All,6+,0.1221,28430.704,29966.4639,0.2085,1734.7697
State,South Dakota,46,All,Dual Status,Medicare Only,0 to 1,0.4139,1977.9805,1992.7332,0.0475,119.1255
State,South Dakota,46,All,Dual Status,Medicare Only,2 to 3,0.2949,6103.4845,6252.7229,0.0658,319.6971
State,South Dakota,46,All,Dual Status,Medicare Only,4 to 5,0.1847,11801.3902,12282.6825,0.0957,640.9091
State,South Dakota,46,All,Dual Status,Medicare Only,6+,0.1064,27340.5048,28756.5796,0.1915,1530.6293
State,South Dakota,46,All,Dual Status,Medicare and Medicaid,0 to 1,0.3255,2390.4436,2434.3052,0.0542,332.7209
State,South Dakota,46,All,Dual Status,Medicare and Medicaid,2 to 3,0.2635,7151.7558,7395.3778,0.1159,717.4201
State,South Dakota,46,All,Dual Status,Medicare and Medicaid,4 to 5,0.2101,13796.6952,14410.8426,0.1608,1169.5518
State,South Dakota,46,All,Dual Status,Medicare and Medicaid,6+,0.2009,31343.8507,33199.4237,0.2446,2280.2579
State,South Dakota,46,65+,Sex,Female,0 to 1,0.3675,2202.1165,2214.266,0.0341,122.671
State,South Dakota,46,65+,Sex,Female,2 to 3,0.312,5980.5425,6111.6867,0.0646,323.6392
State,South Dakota,46,65+,Sex,Female,4 to 5,0.1965,11699.7298,12103.5415,0.0966,670.4998
State,South Dakota,46,65+,Sex,Female,6+,0.124,26104.3161,27447.2425,0.1927,1575.0315
State,South Dakota,46,<65,Sex,Female,2 to 3,0.2846,9200.0788,9343.552,0.1211,992.4421
State,South Dakota,46,<65,Sex,Female,4 to 5,0.1687,17469.2909,18358.4139,0.1904,1694.0239
State,South Dakota,46,<65,Sex,Female,6+,0.1151,38424.2494,40665.6496,0.2797,3184.5794
State,South Dakota,46,All,Sex,Female,0 to 1,0.3749,2363.7483,2374.0556,0.0359,160.8162
State,South Dakota,46,All,Sex,Female,2 to 3,0.3088,6320.2095,6452.6544,0.075,394.1991
State,South Dakota,46,All,Sex,Female,4 to 5,0.1933,12276.2265,12728.5307,0.1112,772.7707
State,South Dakota,46,All,Sex,Female,6+,0.123,27423.7034,28862.8507,0.2061,1747.404
State,South Dakota,46,65+,Sex,Male,0 to 1,0.4125,1631.1991,1650.3494,0.0559,108.4163
State,South Dakota,46,65+,Sex,Male,2 to 3,0.2716,5827.5293,6026.3656,0.0703,311.636
State,South Dakota,46,65+,Sex,Male,4 to 5,0.191,11362.5858,11868.3785,0.0942,621.3267
State,South Dakota,46,65+,Sex,Male,6+,0.1249,28487.8958,30007.3692,0.193,1569.3045
State,South Dakota,46,<65,Sex,Male,0 to 1,0.5198,2034.9851,2101.3948,0.0923,264.8503
State,South Dakota,46,<65,Sex,Male,2 to 3,0.2427,8641.1461,8886.5881,0.1117,695.0578
State,South Dakota,46,<65,Sex,Male,4 to 5,0.1405,17715.8597,18830.7261,0.2018,1326.0672
State,South Dakota,46,<65,Sex,Male,6+,0.097,38565.9333,41247.4911,0.3066,2919.7368
State,South Dakota,46,All,Sex,Male,0 to 1,0.4275,1699.5396,1726.6885,0.066,134.8926
State,South Dakota,46,All,Sex,Male,2 to 3,0.2676,6182.6859,6387.4051,0.0784,360.0345
State,South Dakota,46,All,Sex,Male,4 to 5,0.1839,12037.9701,12608.5102,0.1119,696.2441
State,South Dakota,46,All,Sex,Male,6+,0.121,29612.1155,31261.2211,0.2113,1719.9472
State,Tennessee,47,65+,All,All,0 to 1,0.2767,1884.4766,1741.4357,0.0425,118.2969
State,Tennessee,47,65+,All,All,2 to 3,0.2985,5117.7571,4795.5398,0.0621,303.4199
State,Tennessee,47,65+,All,All,4 to 5,0.2358,9944.5093,9359.2509,0.0966,600.7588
State,Tennessee,47,65+,All,All,6+,0.1891,28297.3285,26661.1284,0.2119,1745.1985
State,Tennessee,47,65+,Dual Status,Medicare Only,0 to 1,0.2929,1877.1798,1734.1001,0.0426,112.0095
State,Tennessee,47,65+,Dual Status,Medicare Only,2 to 3,0.3103,5035.8644,4721.207,0.0594,286.2699
State,Tennessee,47,65+,Dual Status,Medicare Only,4 to 5,0.2338,9704.853,9146.1549,0.0929,565.9855
State,Tennessee,47,65+,Dual Status,Medicare Only,6+,0.163,27113.5544,25650.0858,0.2041,1616.6733
State,Tennessee,47,65+,Dual Status,Medicare and Medicaid,2 to 3,0.2068,6075.3552,5664.7363,0.0861,503.9607
State,Tennessee,47,65+,Dual Status,Medicare and Medicaid,4 to 5,0.2509,11685.9441,10907.6887,0.1196,853.4347
State,Tennessee,47,65+,Dual Status,Medicare and Medicaid,6+,0.3923,32131.6465,29935.9584,0.2334,2161.4994
State,Tennessee,47,<65,All,All,0 to 1,0.3435,2306.6989,2076.2655,0.0728,393.8045
State,Tennessee,47,<65,All,All,2 to 3,0.2717,7167.2971,6607.0863,0.1135,844.1742
State,Tennessee,47,<65,All,All,4 to 5,0.2083,12653.678,11849.8994,0.1611,1311.5108
State,Tennessee,47,<65,All,All,6+,0.1765,32992.708,31507.2525,0.2846,3233.9913
State,Tennessee,47,<65,Dual Status,Medicare Only,0 to 1,0.3906,2011.3867,1691.8605,0.0418,236.1584
State,Tennessee,47,<65,Dual Status,Medicare Only,2 to 3,0.2746,6641.4675,5789.9675,0.0893,546.1421
State,Tennessee,47,<65,Dual Status,Medicare Only,4 to 5,0.2009,11514.8319,10331.2404,0.1433,890.1986
State,Tennessee,47,<65,Dual Status,Medicare Only,6+,0.1339,28703.7674,26773.7628,0.2545,2232.3081
State,Tennessee,47,<65,Dual Status,Medicare and Medicaid,0 to 1,0.3051,2614.6514,2477.1245,0.0894,558.1984
State,Tennessee,47,<65,Dual Status,Medicare and Medicaid,2 to 3,0.2694,7603.9819,7285.6775,0.1295,1091.6804
State,Tennessee,47,<65,Dual Status,Medicare and Medicaid,4 to 5,0.2142,13523.8687,13010.3048,0.172,1633.4349
State,Tennessee,47,<65,Dual Status,Medicare and Medicaid,6+,0.2113,35206.7825,33950.8159,0.2965,3751.0889
State,Tennessee,47,All,All,All,0 to 1,0.2876,1967.2351,1807.0646,0.0526,172.2982
State,Tennessee,47,All,All,All,2 to 3,0.2941,5428.5313,5070.2267,0.0739,385.4151
State,Tennessee,47,All,All,All,4 to 5,0.2313,10344.9386,9727.3818,0.1095,705.8117
State,Tennessee,47,All,All,All,6+,0.187,29024.766,27411.9202,0.2255,1975.8515
State,Tennessee,47,All,Dual Status,Medicare Only,0 to 1,0.3017,1892.8952,1729.1539,0.0425,126.5471
State,Tennessee,47,All,Dual Status,Medicare Only,2 to 3,0.307,5165.7622,4807.6727,0.0629,307.2943
State,Tennessee,47,All,Dual Status,Medicare Only,4 to 5,0.2309,9847.3591,9239.4609,0.0979,591.512
State,Tennessee,47,All,Dual Status,Medicare Only,6+,0.1604,27233.6457,25734.9448,0.2082,1663.1655
State,Tennessee,47,All,Dual Status,Medicare and Medicaid,0 to 1,0.2257,2403.7237,2264.5198,0.0788,440.9275
State,Tennessee,47,All,Dual Status,Medicare and Medicaid,2 to 3,0.2373,6921.3812,6561.8541,0.114,829.2371
State,Tennessee,47,All,Dual Status,Medicare and Medicaid,4 to 5,0.233,12509.9674,11850.3849,0.1473,1203.1434
State,Tennessee,47,All,Dual Status,Medicare and Medicaid,6+,0.304,33173.7007,31296.4508,0.2575,2700.1547
State,Tennessee,47,65+,Sex,Female,0 to 1,0.2648,2095.6107,1933.336,0.043,122.9988
State,Tennessee,47,65+,Sex,Female,2 to 3,0.3106,5176.9027,4847.554,0.0576,314.2226
State,Tennessee,47,65+,Sex,Female,4 to 5,0.2345,9961.9001,9348.8642,0.0919,635.6656
State,Tennessee,47,65+,Sex,Female,6+,0.1901,28005.745,26257.4385,0.2031,1801.4594
State,Tennessee,47,<65,Sex,Female,0 to 1,0.3008,2799.1951,2482.8574,0.0577,459.0506
State,Tennessee,47,<65,Sex,Female,2 to 3,0.2874,7283.1672,6638.3713,0.112,906.0617
State,Tennessee,47,<65,Sex,Female,4 to 5,0.2209,12116.0595,11326.8591,0.1603,1374.4138
State,Tennessee,47,<65,Sex,Female,6+,0.1909,31308.2122,29809.6735,0.2797,3285.6762
State,Tennessee,47,All,Sex,Female,0 to 1,0.27,2208.2557,2021.3153,0.0476,176.8012
State,Tennessee,47,All,Sex,Female,2 to 3,0.3073,5459.9408,5088.2026,0.0688,393.7534
State,Tennessee,47,All,Sex,Female,4 to 5,0.2325,10255.8608,9618.7851,0.1042,736.4766
State,Tennessee,47,All,Sex,Female,6+,0.1902,28481.7488,26769.4428,0.2161,2015.3882
State,Tennessee,47,65+,Sex,Male,0 to 1,0.292,1637.0968,1516.5916,0.0419,112.7877
State,Tennessee,47,65+,Sex,Male,2 to 3,0.2829,5033.8442,4721.7445,0.0684,288.0937
State,Tennessee,47,65+,Sex,Male,4 to 5,0.2374,9922.3173,9372.5051,0.1027,556.2153
State,Tennessee,47,65+,Sex,Male,6+,0.1877,28679.0562,27189.6208,0.2236,1671.5443
State,Tennessee,47,<65,Sex,Male,0 to 1,0.3831,1947.3415,1779.5895,0.089,346.1966
State,Tennessee,47,<65,Sex,Male,2 to 3,0.2571,7046.955,6574.5937,0.1151,779.8981
State,Tennessee,47,<65,Sex,Male,4 to 5,0.1965,13215.0783,12396.0768,0.1619,1245.8253
State,Tennessee,47,<65,Sex,Male,6+,0.1632,34823.4693,33352.2329,0.2896,3177.8186
State,Tennessee,47,All,Sex,Male,0 to 1,0.3092,1709.8047,1578.2269,0.0588,167.4887
State,Tennessee,47,All,Sex,Male,2 to 3,0.278,5386.0581,5045.919,0.0807,374.1398
State,Tennessee,47,All,Sex,Male,4 to 5,0.2297,10455.2656,9861.8838,0.116,667.8318
State,Tennessee,47,All,Sex,Male,6+,0.183,29715.2991,28228.9329,0.2374,1925.5744
State,Texas,48,65+,All,All,0 to 1,0.2935,1801.3112,1736.7368,0.0453,119.8977
State,Texas,48,65+,All,All,2 to 3,0.2765,5458.1037,5341.0946,0.0579,321.5909
State,Texas,48,65+,All,All,4 to 5,0.2301,10710.4542,10578.1216,0.0892,605.8534
State,Texas,48,65+,All,All,6+,0.1999,31683.5744,31574.7166,0.2068,1695.6057
State,Texas,48,65+,Dual Status,Medicare Only,0 to 1,0.3153,1783.6477,1719.7082,0.0455,114.9471
State,Texas,48,65+,Dual Status,Medicare Only,2 to 3,0.2891,5353.284,5241.9304,0.0559,306.3954
State,Texas,48,65+,Dual Status,Medicare Only,4 to 5,0.2264,10454.4935,10348.6336,0.0875,581.0491
State,Texas,48,65+,Dual Status,Medicare Only,6+,0.1692,30321.122,30315.2361,0.199,1597.0945
State,Texas,48,65+,Dual Status,Medicare and Medicaid,0 to 1,0.1419,2074.0193,1999.6435,0.0429,196.3311
State,Texas,48,65+,Dual Status,Medicare and Medicaid,2 to 3,0.1891,6571.379,6394.3042,0.0767,482.9807
State,Texas,48,65+,Dual Status,Medicare and Medicaid,4 to 5,0.2559,12284.2316,11989.1312,0.1,758.3629
State,Texas,48,65+,Dual Status,Medicare and Medicaid,6+,0.4131,35560.992,35159.0857,0.227,1975.9596
State,Texas,48,<65,All,All,0 to 1,0.38,2312.9468,2221.2015,0.083,392.4423
State,Texas,48,<65,All,All,2 to 3,0.2465,8799.4811,8599.8412,0.1195,904.2449
State,Texas,48,<65,All,All,4 to 5,0.1912,16437.4741,16256.5833,0.1632,1435.2898
State,Texas,48,<65,All,All,6+,0.1823,42640.637,43009.6201,0.3012,3338.9612
State,Texas,48,<65,Dual Status,Medicare Only,0 to 1,0.4424,1914.1305,1768.6488,0.0677,268.9398
State,Texas,48,<65,Dual Status,Medicare Only,2 to 3,0.246,8113.3228,7660.7945,0.1088,678.9697
State,Texas,48,<65,Dual Status,Medicare Only,4 to 5,0.1778,15299.1991,14865.8215,0.1466,1125.4584
State,Texas,48,<65,Dual Status,Medicare Only,6+,0.1337,39747.5911,39789.3147,0.2711,2591.4255
State,Texas,48,<65,Dual Status,Medicare and Medicaid,0 to 1,0.3131,2916.8695,2906.4964,0.0935,579.4605
State,Texas,48,<65,Dual Status,Medicare and Medicaid,2 to 3,0.247,9531.8252,9602.0959,0.1289,1144.6835
State,Texas,48,<65,Dual Status,Medicare and Medicaid,4 to 5,0.2056,17492.2826,17545.3645,0.1773,1722.4021
State,Texas,48,<65,Dual Status,Medicare and Medicaid,6+,0.2343,44410.4457,44979.6285,0.3173,3796.2629
State,Texas,48,All,All,All,0 to 1,0.3058,1891.5738,1822.2059,0.0586,167.98
State,Texas,48,All,All,All,2 to 3,0.2722,5887.6495,5760.018,0.0718,396.4931
State,Texas,48,All,All,All,4 to 5,0.2246,11402.7528,11264.5504,0.1031,706.1181
State,Texas,48,All,All,All,6+,0.1974,33119.977,33073.7612,0.2236,1911.0393
State,Texas,48,All,Dual Status,Medicare Only,0 to 1,0.3267,1799.4072,1725.6191,0.0498,133.5461
State,Texas,48,All,Dual Status,Medicare Only,2 to 3,0.2852,5565.5894,5427.9922,0.0629,335.0542
State,Texas,48,All,Dual Status,Medicare Only,4 to 5,0.2221,10800.4148,10671.1695,0.094,619.921
State,Texas,48,All,Dual Status,Medicare Only,6+,0.166,30998.201,30995.7347,0.2058,1668.5147
State,Texas,48,All,Dual Status,Medicare and Medicaid,0 to 1,0.2084,2565.7648,2528.7302,0.0834,419.8609
State,Texas,48,All,Dual Status,Medicare and Medicaid,2 to 3,0.2116,7913.4155,7848.4679,0.109,782.9454
State,Texas,48,All,Dual Status,Medicare and Medicaid,4 to 5,0.2364,14043.6595,13866.185,0.1368,1084.0428
State,Texas,48,All,Dual Status,Medicare and Medicaid,6+,0.3437,37903.5313,37758.682,0.2574,2457.8122
State,Texas,48,65+,Sex,Female,0 to 1,0.2751,2032.4316,1958.4043,0.0442,128.2816
State,Texas,48,65+,Sex,Female,2 to 3,0.2872,5567.6994,5440.9856,0.055,337.9672
State,Texas,48,65+,Sex,Female,4 to 5,0.2311,10739.7825,10575.0516,0.0866,643.4298
State,Texas,48,65+,Sex,Female,6+,0.2066,30911.6909,30693.7461,0.2015,1741.961
State,Texas,48,<65,Sex,Female,0 to 1,0.3309,2799.474,2639.9928,0.0803,494.2526
State,Texas,48,<65,Sex,Female,2 to 3,0.2622,8661.0476,8394.759,0.1181,1024.2505
State,Texas,48,<65,Sex,Female,4 to 5,0.2038,15694.5036,15488.6043,0.1544,1566.3495
State,Texas,48,<65,Sex,Female,6+,0.2032,39733.722,39942.3102,0.288,3371.6493
State,Texas,48,All,Sex,Female,0 to 1,0.282,2143.627,2057.2118,0.0571,181.3351
State,Texas,48,All,Sex,Female,2 to 3,0.2841,5920.4607,5777.83,0.0681,416.2301
State,Texas,48,All,Sex,Female,4 to 5,0.2277,11287.6558,11118.3726,0.0982,745.4826
State,Texas,48,All,Sex,Female,6+,0.2062,31986.1054,31820.1071,0.2155,1940.4369
State,Texas,48,65+,Sex,Male,0 to 1,0.3166,1548.9611,1494.7079,0.0467,110.7437
State,Texas,48,65+,Sex,Male,2 to 3,0.263,5307.7481,5204.0531,0.0619,299.1241
State,Texas,48,65+,Sex,Male,4 to 5,0.2289,10673.2609,10582.0149,0.0925,558.2002
State,Texas,48,65+,Sex,Male,6+,0.1915,32729.5892,32768.5603,0.2137,1632.7874
State,Texas,48,<65,Sex,Male,0 to 1,0.4243,1970.4671,1926.403,0.0867,320.7752
State,Texas,48,<65,Sex,Male,2 to 3,0.2323,8940.5342,8808.8042,0.1209,781.9684
State,Texas,48,<65,Sex,Male,4 to 5,0.1799,17197.0223,17041.698,0.1717,1301.3058
State,Texas,48,<65,Sex,Male,6+,0.1634,45904.035,46453.0827,0.3145,3302.2644
State,Texas,48,All,Sex,Male,0 to 1,0.3343,1636.7277,1584.5961,0.0605,154.4768
State,Texas,48,All,Sex,Male,2 to 3,0.258,5844.3463,5736.5102,0.0766,370.4449
State,Texas,48,All,Sex,Male,4 to 5,0.2209,11544.9341,11445.1262,0.109,657.4904
State,Texas,48,All,Sex,Male,6+,0.1869,34618.7341,34730.8475,0.2339,1872.1815
State,Utah,49,65+,All,All,0 to 1,0.3962,2491.2236,2442.8961,0.0377,143.3309
State,Utah,49,65+,All,All,2 to 3,0.2957,6855.9782,6886.2989,0.0559,376.4086
State,Utah,49,65+,All,All,4 to 5,0.1908,12210.0057,12427.6127,0.0877,703.6208
State,Utah,49,65+,All,All,6+,0.1173,28238.3219,29220.6029,0.1659,1624.616
State,Utah,49,65+,Dual Status,Medicare Only,0 to 1,0.4031,2455.7014,2406.3268,0.0364,140.4188
State,Utah,49,65+,Dual Status,Medicare Only,2 to 3,0.2971,6773.8617,6797.9155,0.0535,368.9783
State,Utah,49,65+,Dual Status,Medicare Only,4 to 5,0.1889,12037.2701,12237.1792,0.0867,686.9778
State,Utah,49,65+,Dual Status,Medicare Only,6+,0.1109,27594.406,28542.4786,0.1623,1573.5976
State,Utah,49,65+,Dual Status,Medicare and Medicaid,2 to 3,0.2702,8513.8373,8670.6808,0.0983,526.4203
State,Utah,49,65+,Dual Status,Medicare and Medicaid,4 to 5,0.2252,14870.5299,15360.7242,0.1,959.9619
State,Utah,49,65+,Dual Status,Medicare and Medicaid,6+,0.2349,33817.9455,35096.6478,0.1925,2066.6971
State,Utah,49,<65,All,All,0 to 1,0.489,2659.3371,2529.0549,0.0766,355.4715
State,Utah,49,<65,All,All,2 to 3,0.271,8518.0836,8240.208,0.1014,968.3014
State,Utah,49,<65,All,All,4 to 5,0.1465,17040.46,16807.1868,0.1397,1706.7333
State,Utah,49,<65,All,All,6+,0.0935,39560.1337,40599.6896,0.2381,3627.6771
State,Utah,49,<65,Dual Status,Medicare Only,2 to 3,0.2679,7719.4174,6906.4055,0.0757,705.6847
State,Utah,49,<65,Dual Status,Medicare Only,4 to 5,0.138,14537.5447,13280.273,0.1208,1277.3246
State,Utah,49,<65,Dual Status,Medicare Only,6+,0.0747,35374.9281,34428.3821,0.2081,2675.7028
State,Utah,49,<65,Dual Status,Medicare and Medicaid,0 to 1,0.4569,3117.2457,3143.4666,0.1055,477.9068
State,Utah,49,<65,Dual Status,Medicare and Medicaid,2 to 3,0.2743,9341.4198,9615.2106,0.1244,1239.03
State,Utah,49,<65,Dual Status,Medicare and Medicaid,4 to 5,0.1554,19385.2696,20111.3103,0.1549,2109.0168
State,Utah,49,<65,Dual Status,Medicare and Medicaid,6+,0.1134,42471.0729,44892.0236,0.2546,4289.8045
State,Utah,49,All,All,All,0 to 1,0.4079,2516.5773,2455.8899,0.0461,175.3244
State,Utah,49,All,All,All,2 to 3,0.2926,7049.6721,7044.077,0.063,445.385
State,Utah,49,All,All,All,4 to 5,0.1852,12690.5989,12863.3467,0.0948,803.4228
State,Utah,49,All,All,All,6+,0.1143,29403.8661,30392.0433,0.1761,1830.8247
State,Utah,49,All,Dual Status,Medicare Only,0 to 1,0.4115,2439.4518,2370.7937,0.0372,150.7248
State,Utah,49,All,Dual Status,Medicare Only,2 to 3,0.295,6835.946,6805.0389,0.0554,391.0861
State,Utah,49,All,Dual Status,Medicare Only,4 to 5,0.1852,12171.8997,12293.3455,0.0891,718.7656
State,Utah,49,All,Dual Status,Medicare Only,6+,0.1083,27982.5747,28836.1251,0.1651,1628.5814
State,Utah,49,All,Dual Status,Medicare and Medicaid,0 to 1,0.3775,3223.0334,3235.3561,0.0955,400.6519
State,Utah,49,All,Dual Status,Medicare and Medicaid,2 to 3,0.2725,8993.1461,9217.7216,0.115,939.1406
State,Utah,49,All,Dual Status,Medicare and Medicaid,4 to 5,0.185,17052.8579,17657.0553,0.1298,1515.3903
State,Utah,49,All,Dual Status,Medicare and Medicaid,6+,0.165,37240.0053,38970.4336,0.2216,2945.8713
State,Utah,49,65+,Sex,Female,0 to 1,0.3919,2703.3948,2653.7568,0.0426,148.4177
State,Utah,49,65+,Sex,Female,2 to 3,0.3078,6933.114,6968.4093,0.0544,392.8783
State,Utah,49,65+,Sex,Female,4 to 5,0.1865,12487.9497,12699.1178,0.0869,741.8776
State,Utah,49,65+,Sex,Female,6+,0.1139,28402.191,29340.2426,0.161,1697.2101
State,Utah,49,<65,Sex,Female,0 to 1,0.4527,2928.4456,2727.7799,0.0773,410.1374
State,Utah,49,<65,Sex,Female,2 to 3,0.2947,8720.3122,8348.6162,0.0934,1086.0746
State,Utah,49,<65,Sex,Female,4 to 5,0.1536,16400.7931,16140.9138,0.1469,1760.1262
State,Utah,49,<65,Sex,Female,6+,0.099,37732.6593,39039.3012,0.2336,3995.102
State,Utah,49,All,Sex,Female,0 to 1,0.3987,2731.9123,2663.1367,0.0496,181.5817
State,Utah,49,All,Sex,Female,2 to 3,0.3063,7124.994,7116.5933,0.06,467.3024
State,Utah,49,All,Sex,Female,4 to 5,0.1828,12854.8029,13021.8074,0.0945,837.3446
State,Utah,49,All,Sex,Female,6+,0.1122,29320.6918,30295.0278,0.1706,1923.4169
State,Utah,49,65+,Sex,Male,0 to 1,0.4015,2241.8771,2195.0896,0.0314,137.3528
State,Utah,49,65+,Sex,Male,2 to 3,0.2811,6754.2729,6778.0344,0.0579,354.6929
